0810-1712
CN7,4G 1M 1M 2048 1,1,4,1,988,1156,1434,2442,1310,1480,1388.40,1468,1616.13,1620.02,1616.7,1617.71,202.22,202.31,202.27,201.89
CN7,4G 1M 1M 2048 1,1,4,2,955,1172,1926,4817,1277,1464,1376.20,1458,1616.3,1617.01,1616.7,1614.04,202.24,202.33,202.29,201.9
CN7,4G 1M 1M 2048 1,1,4,3,1004,1188,1942,5342,1270,1464,1360.67,1427,1619.63,1630.35,1617.03,1614.37,202.24,202.39,202.29,201.91
CN7,4G 1M 1M 2048 1,2,4,1,1090,1582,1975,8225,1170,1354,1298.50,2715,2983.29,2984.01,2994.7,2981.04,372.91,373.0,372.98,372.57
CN7,4G 1M 1M 2048 1,2,4,2,1074,1516,1876,2540,1164,1350,1313.50,2738,2983.29,2987.34,2985.86,2984.04,372.91,373.0,372.96,372.57
CN7,4G 1M 1M 2048 1,2,4,3,1037,1516,1991,7701,1290,1396,1329.50,2773,2983.29,2984.01,2983.7,2981.03,372.91,373.0,372.96,372.58
CN7,4G 1M 1M 2048 1,4,4,1,1156,1434,1926,5800,1090,1314,1237.71,5128,5727.29,5717.67,5717.36,5717.53,714.27,714.33,714.29,713.91
CN7,4G 1M 1M 2048 1,4,4,2,1205,1467,1827,2311,1084,1252,1198.67,4934,5720.46,5722.01,5721.53,5718.7,714.32,714.39,714.35,713.97
CN7,4G 1M 1M 2048 1,4,4,3,1221,1500,1795,2278,1096,1240,1186.79,4935,5717.13,5720.68,5720.53,5714.87,714.25,714.34,714.3,713.92
CN7,4G 1M 1M 2048 1,8,4,1,2999,10421,18482,54264,466,1154,737.52,6114,7922.85,7920.01,7893.27,7772.78,989.18,988.82,985.53,970.48
CN7,4G 1M 1M 2048 1,8,4,2,3294,11469,17171,47449,516,1170,721.70,5996,7458.31,7462.9,7462.8,7461.36,931.32,931.4,931.37,931.14
CN7,4G 1M 1M 2048 1,8,4,3,3392,11076,17957,41681,488,1165,729.45,5967,7642.85,7999.14,7699.53,7620.91,953.76,998.78,961.36,951.52
CN7,8G 1M 1M 2048 1,1,4,1,930,1106,1696,12387,1200,1458,1400.09,1471,1988.87,1992.02,1988.92,1987.04,248.63,248.73,248.63,248.38
CN7,8G 1M 1M 2048 1,1,4,2,938,1106,1663,12387,1278,1466,1405.09,1477,1989.54,1989.13,1988.81,1989.04,248.64,248.66,248.63,248.38
CN7,8G 1M 1M 2048 1,1,4,3,971,1123,1663,8586,1288,1468,1392.82,1465,1988.76,1990.02,1989.81,1989.92,248.61,248.69,248.67,248.41
CN7,8G 1M 1M 2048 1,2,4,1,1012,1500,1876,23725,1202,1364,1328.83,2784,3811.43,3811.46,3813.36,3809.48,476.18,476.22,476.2,475.94
CN7,8G 1M 1M 2048 1,2,4,2,1057,1516,1942,19792,1220,1350,1315.75,2750,3813.09,3814.35,3812.14,3810.04,476.16,476.24,476.22,475.96
CN7,8G 1M 1M 2048 1,2,4,3,1090,1614,1942,19530,1210,1350,1303.92,2733,3810.98,3811.57,3813.36,3809.48,476.16,476.23,476.2,475.94
CN7,8G 1M 1M 2048 1,4,4,1,1205,1483,1762,14746,1110,1266,1208.04,5023,6713.29,6712.71,6710.83,6711.03,838.22,838.23,838.21,837.98
CN7,8G 1M 1M 2048 1,4,4,2,1221,1500,1795,39060,1072,1270,1199.27,4972,7457.99,7458.02,7459.26,7457.37,931.32,931.34,931.38,931.13
CN7,8G 1M 1M 2048 1,4,4,3,1188,1467,1893,31065,1080,1330,1222.81,5084,6710.59,6712.82,6712.64,6715.44,838.19,838.24,838.22,838.01
CN7,8G 1M 1M 2048 1,8,4,1,5669,11994,18220,51119,464,1170,639.16,5304,8296.43,8298.2,8298.21,8295.21,1035.91,1035.91,1035.89,1035.78
CN7,8G 1M 1M 2048 1,8,4,2,5669,11994,18482,32375,467,1180,640.67,5351,8299.07,8296.46,8296.47,8294.53,1035.94,1035.96,1035.94,1035.74
CN7,8G 1M 1M 2048 1,8,4,3,5407,11863,18220,36963,450,1164,642.35,5348,8296.51,8295.9,8296.79,8294.66,1035.92,1035.93,1035.97,1035.77
CN7,16G 1M 1M 2048 1,1,4,1,865,1057,1418,10945,1258,1468,1425.73,1497,2451.3,2450.9,2450.69,2449.98,306.19,306.19,306.17,306.04
CN7,16G 1M 1M 2048 1,1,4,2,881,1074,1401,8356,1169,1474,1424.50,1496,2451.23,2450.97,2451.48,2449.98,306.11,306.2,306.13,306.02
CN7,16G 1M 1M 2048 1,1,4,3,906,1090,1450,9765,1160,1476,1423.30,1493,2449.95,2450.68,2450.69,2449.05,306.11,306.17,306.15,305.97
CN7,16G 1M 1M 2048 1,2,4,1,1057,1565,1876,16188,1220,1364,1317.00,2759,4194.45,4194.22,4194.6,4194.23,523.88,523.89,523.89,523.73
